,fundo,data_pagamento,cotacao,dy,rendimento
0,HGPO11,2024-11-14,118.3,"110,23%",130.4
1,HGPO11,2024-11-14,118.3,"48,22%",57.05
2,HGPO11,2024-10-14,112.61,"1,55%",1.75
3,HGPO11,2024-09-13,115.23,"1,48%",1.7
4,HGPO11,2024-08-14,116.48,"1,46%",1.7
5,HGPO11,2024-07-12,116.57,"1,46%",1.7
6,HGPO11,2024-06-14,115.84,"1,47%",1.7
7,HGPO11,2024-05-15,115.44,"1,30%",1.5
8,HGPO11,2024-04-12,115.03,"1,30%",1.5
9,HGPO11,2024-03-14,110.19,"1,36%",1.5
10,HGPO11,2024-02-16,110.76,"1,35%",1.5
11,HGPO11,2024-01-15,106.44,"1,41%",1.5
12,HGPO11,2023-12-14,104.12,"1,44%",1.5
13,HGPO11,2023-11-16,103.65,"1,45%",1.5
14,HGPO11,2023-10-16,104.94,"1,43%",1.5
15,HGPO11,2023-09-15,106.3,"1,51%",1.6
16,HGPO11,2023-08-14,108.91,"1,47%",1.6
17,HGPO11,2023-07-14,104.56,"1,53%",1.6
18,HGPO11,2023-06-15,99.19,"1,61%",1.6
19,HGPO11,2023-05-15,92.15,"1,74%",1.6
20,HGPO11,2023-04-17,92.19,"1,74%",1.6
21,HGPO11,2023-03-14,93.25,"1,72%",1.6
22,HGPO11,2023-02-14,96.59,"1,66%",1.6
23,HGPO11,2023-01-13,99.0,"1,62%",1.6
24,HGPO11,2022-12-14,96.85,"1,65%",1.6
25,HGPO11,2022-11-16,96.48,"1,66%",1.6
26,HGPO11,2022-10-17,98.54,"1,62%",1.6
27,HGPO11,2022-09-15,98.89,"1,62%",1.6
28,HGPO11,2022-08-12,95.54,"1,57%",1.5
29,HGPO11,2022-07-14,97.71,"1,38%",1.35
30,HGPO11,2022-06-14,97.79,"1,38%",1.35
31,HGPO11,2022-05-13,97.49,"1,38%",1.35
32,HGPO11,2022-04-14,97.14,"1,39%",1.35
33,HGPO11,2022-03-15,99.67,"1,35%",1.35
34,HGPO11,2022-02-14,97.03,"1,39%",1.35
35,HGPO11,2022-01-14,90.79,"1,49%",1.35
36,HGPO11,2021-12-14,83.88,"1,61%",1.35
37,HGPO11,2021-11-16,84.61,"1,54%",1.3
38,HGPO11,2021-10-15,84.25,"1,48%",1.25
39,HGPO11,2021-09-15,84.44,"1,48%",1.25
40,HGPO11,2021-08-13,85.68,"1,46%",1.25
41,HGPO11,2021-07-15,82.06,"1,91%",1.57
42,HGPO11,2021-06-15,82.76,"1,41%",1.17
43,HGPO11,2021-05-14,82.2,"1,23%",1.01
44,HGPO11,2021-04-15,83.88,"1,20%",1.01
45,HGPO11,2021-03-12,85.98,"1,17%",1.01
46,HGPO11,2021-02-12,87.11,"1,16%",1.01
47,HGPO11,2021-01-15,84.65,"1,16%",0.98
48,HGPO11,2020-12-14,82.35,"1,14%",0.94
49,HGPO11,2020-11-16,84.98,"1,11%",0.94
50,HGPO11,2020-10-15,84.41,"1,11%",0.94
51,HGPO11,2020-09-15,82.74,"1,14%",0.94
52,HGPO11,2020-08-14,78.66,"1,20%",0.94
53,HGPO11,2020-07-14,77.48,"1,15%",0.89
54,HGPO11,2020-06-12,75.41,"1,18%",0.89
55,HGPO11,2020-05-15,75.59,"1,18%",0.89
56,HGPO11,2020-04-15,69.96,"1,27%",0.89
66,HTMX11,2025-03-11,148.02,"0,66%",0.98
67,HTMX11,2025-02-07,154.25,"0,80%",1.23
68,HTMX11,2025-01-08,152.67,"2,58%",3.94
69,HTMX11,2024-12-06,146.55,"2,33%",3.42
70,HTMX11,2024-11-07,177.6,"1,33%",2.37
71,HTMX11,2024-10-07,192.72,"1,12%",2.15
72,HTMX11,2024-09-06,175.75,"1,21%",2.13
73,HTMX11,2024-08-07,163.34,"1,41%",2.3
74,HTMX11,2024-07-05,167.98,"0,84%",1.41
75,HTMX11,2024-06-07,169.32,"1,17%",1.98
76,HTMX11,2024-05-08,159.61,"1,37%",2.19
77,HTMX11,2024-04-05,161.97,"1,03%",1.66
78,HTMX11,2024-03-07,139.28,"1,87%",2.6
79,HTMX11,2024-02-07,153.02,"0,56%",0.86
80,HTMX11,2024-01-08,178.66,"1,82%",3.25
81,HTMX11,2023-12-07,159.71,"2,32%",3.7
82,HTMX11,2023-11-08,143.48,"2,58%",3.7
83,HTMX11,2023-10-06,130.02,"2,19%",2.85
84,HTMX11,2023-09-08,124.42,"1,62%",2.02
85,HTMX11,2023-08-07,120.78,"1,55%",1.87
86,HTMX11,2023-07-07,115.63,"1,63%",1.88
87,HTMX11,2023-06-07,103.53,"1,68%",1.74
88,HTMX11,2023-05-08,94.75,"2,00%",1.9
89,HTMX11,2023-04-10,91.58,"0,69%",0.63
90,HTMX11,2023-03-07,95.63,"0,66%",0.63
91,HTMX11,2023-02-07,102.5,"0,72%",0.74
92,HTMX11,2023-01-06,100.65,"1,26%",1.26
93,HTMX11,2022-12-07,96.36,"1,32%",1.27
94,HTMX11,2022-11-08,105.66,"0,86%",0.91
95,HTMX11,2022-10-07,105.29,"0,86%",0.9
96,HTMX11,2022-09-08,102.5,"0,84%",0.86
142,HGBS11,2025-03-18,178.0,"0,90%",1.6
143,HGBS11,2025-02-14,174.69,"0,92%",1.6
144,HGBS11,2025-01-15,181.18,"0,88%",1.6
145,HGBS11,2024-12-13,187.58,"0,85%",1.6
146,HGBS11,2024-11-14,190.49,"0,84%",1.6
147,HGBS11,2024-10-14,194.37,"0,82%",1.6
148,HGBS11,2024-09-13,201.17,"0,80%",1.6
149,HGBS11,2024-08-14,202.21,"0,79%",1.6
150,HGBS11,2024-07-12,197.72,"0,89%",1.75
151,HGBS11,2024-06-14,203.99,"0,86%",1.75
152,HGBS11,2024-05-15,207.91,"0,84%",1.75
153,HGBS11,2024-04-12,213.7,"0,82%",1.75
154,HGBS11,2024-03-14,214.36,"0,82%",1.75
155,HGBS11,2024-02-16,213.33,"0,82%",1.75
156,HGBS11,2024-01-15,215.44,"0,93%",2.0
157,HGBS11,2023-12-14,208.4,"0,96%",2.0
158,HGBS11,2023-11-16,213.45,"0,94%",2.0
159,HGBS11,2023-10-16,216.58,"0,92%",2.0
160,HGBS11,2023-09-15,216.06,"0,93%",2.0
161,HGBS11,2023-08-14,210.59,"0,74%",1.55
162,HGBS11,2023-07-14,203.43,"0,71%",1.45
163,HGBS11,2023-06-15,193.93,"0,75%",1.45
164,HGBS11,2023-05-15,184.39,"0,79%",1.45
165,HGBS11,2023-04-17,170.29,"0,82%",1.4
166,HGBS11,2023-03-14,169.57,"0,83%",1.4
167,HGBS11,2023-02-14,171.8,"0,81%",1.4
168,HGBS11,2023-01-13,177.52,"0,79%",1.4
169,HGBS11,2022-12-14,178.17,"0,79%",1.4
170,HGBS11,2022-11-16,194.64,"0,69%",1.35
171,HGBS11,2022-10-17,201.66,"0,67%",1.35
172,HGBS11,2022-09-15,200.72,"0,65%",1.3
173,HGBS11,2022-08-12,170.19,"0,76%",1.3
174,HGBS11,2022-07-14,161.74,"0,87%",1.4
175,HGBS11,2022-06-14,167.64,"0,75%",1.25
176,HGBS11,2022-05-13,166.09,"0,72%",1.2
177,HGBS11,2022-04-14,168.51,"0,68%",1.15
178,HGBS11,2022-03-15,156.47,"0,73%",1.15
179,HGBS11,2022-02-14,155.43,"0,74%",1.15
180,HGBS11,2022-01-14,179.16,"0,61%",1.1
181,HGBS11,2021-12-14,148.34,"0,71%",1.05
182,HGBS11,2021-11-16,168.05,"0,54%",0.9
183,HGBS11,2021-10-15,170.01,"0,50%",0.85
184,HGBS11,2021-09-15,175.78,"0,43%",0.75
185,HGBS11,2021-08-13,185.79,"0,35%",0.65
186,HGBS11,2021-07-15,187.95,"0,27%",0.5
187,HGBS11,2021-06-15,187.15,"0,19%",0.35
188,HGBS11,2021-05-14,190.37,"0,21%",0.4
189,HGBS11,2021-04-15,189.53,"0,21%",0.4
190,HGBS11,2021-03-12,195.98,"0,41%",0.8
191,HGBS11,2021-02-12,201.97,"0,40%",0.8
192,HGBS11,2021-01-15,201.78,"0,33%",0.66
193,HGBS11,2020-12-14,195.31,"0,31%",0.6
194,HGBS11,2020-11-16,194.1,"0,21%",0.4
195,HGBS11,2020-10-15,197.22,"0,15%",0.3
196,HGBS11,2020-09-15,197.93,"0,13%",0.25
197,HGBS11,2020-08-14,189.43,"0,13%",0.25
198,HGBS11,2020-07-14,200.27,"0,17%",0.35
199,HGBS11,2020-06-15,189.43,"0,18%",0.35
200,HGBS11,2020-05-15,197.93,"0,18%",0.35
201,HGBS11,2020-04-15,204.45,"0,44%",0.9
361,RCRB11,2025-03-14,119.15,"0,71%",0.85
362,RCRB11,2025-02-14,114.33,"0,74%",0.85
363,RCRB11,2025-01-15,123.6,"0,69%",0.85
364,RCRB11,2024-12-13,112.8,"0,98%",1.11
365,RCRB11,2024-11-14,127.62,"0,82%",1.05
366,RCRB11,2024-10-15,127.14,"0,79%",1.0
367,RCRB11,2024-09-13,127.97,"0,71%",0.91
368,RCRB11,2024-08-15,132.43,"0,69%",0.91
369,RCRB11,2024-07-15,133.2,"0,74%",0.99
370,RCRB11,2024-06-14,146.34,"0,64%",0.93
371,RCRB11,2024-05-15,152.12,"0,61%",0.93
372,RCRB11,2024-04-15,152.39,"0,61%",0.93
373,RCRB11,2024-03-15,151.44,"0,61%",0.93
374,RCRB11,2024-02-15,156.98,"0,59%",0.93
375,RCRB11,2024-01-15,153.37,"0,61%",0.93
376,RCRB11,2023-12-15,143.18,"0,56%",0.8
377,RCRB11,2023-11-14,141.66,"0,56%",0.79
378,RCRB11,2023-10-13,146.67,"0,53%",0.78
379,RCRB11,2023-09-15,144.26,"0,53%",0.77
380,RCRB11,2023-08-15,142.3,"0,53%",0.76
381,RCRB11,2023-07-14,140.52,"0,53%",0.75
382,RCRB11,2023-06-15,126.69,"0,58%",0.74
383,RCRB11,2023-05-15,113.09,"0,65%",0.74
384,RCRB11,2023-04-14,102.88,"0,72%",0.74
385,RCRB11,2023-03-15,109.4,"0,68%",0.74
386,RCRB11,2023-02-15,109.83,"0,66%",0.73
387,RCRB11,2023-01-13,113.6,"0,64%",0.73
388,RCRB11,2022-12-15,119.17,"0,64%",0.76
389,RCRB11,2022-11-14,130.32,"0,58%",0.76
390,RCRB11,2022-10-14,137.65,"0,52%",0.72
391,RCRB11,2022-09-15,131.58,"0,55%",0.72
392,RCRB11,2022-08-15,117.97,"0,61%",0.72
393,RCRB11,2022-07-15,120.04,"0,60%",0.72
394,RCRB11,2022-06-15,122.91,"0,59%",0.72
395,RCRB11,2022-05-13,119.43,"0,50%",0.6
396,RCRB11,2022-04-14,127.85,"0,47%",0.6
397,RCRB11,2022-03-15,120.22,"0,46%",0.55
398,RCRB11,2022-02-15,124.53,"0,44%",0.55
399,RCRB11,2022-01-14,124.03,"0,44%",0.55
400,RCRB11,2021-12-15,134.29,"0,71%",0.95
401,RCRB11,2021-11-12,137.27,"0,69%",0.95
402,RCRB11,2021-10-15,141.92,"0,67%",0.95
403,RCRB11,2021-09-15,136.02,"0,70%",0.95
404,RCRB11,2021-08-13,142.39,"0,53%",0.75
405,RCRB11,2021-07-15,137.16,"0,55%",0.75
406,RCRB11,2021-06-15,145.17,"0,55%",0.8
407,RCRB11,2021-05-14,148.5,"0,54%",0.8
408,RCRB11,2021-04-15,146.7,"0,55%",0.8
409,RCRB11,2021-03-15,151.44,"0,53%",0.8
410,RCRB11,2021-02-12,157.07,"0,51%",0.8
411,RCRB11,2021-01-15,158.11,"0,51%",0.8
412,RCRB11,2020-12-23,158.11,"0,54%",0.85
413,RCRB11,2020-11-13,165.17,"0,51%",0.85
414,RCRB11,2020-10-15,167.58,"0,51%",0.85
415,RCRB11,2020-09-15,170.7,"0,50%",0.85
416,RCRB11,2020-08-14,159.91,"0,53%",0.85
417,RCRB11,2020-07-15,169.61,"0,47%",0.8
418,RCRB11,2020-06-29,172.52,"0,90%",1.55
419,RCRB11,2020-05-15,160.97,"0,47%",0.75
420,RCRB11,2020-04-15,152.41,"0,49%",0.75
468,HGLG11,2025-03-18,149.36,"0,74%",1.1
469,HGLG11,2025-02-14,150.04,"0,73%",1.1
470,HGLG11,2025-01-15,152.78,"0,72%",1.1
471,HGLG11,2024-12-13,147.54,"0,75%",1.1
472,HGLG11,2024-11-14,149.47,"0,74%",1.1
473,HGLG11,2024-10-14,151.56,"0,73%",1.1
474,HGLG11,2024-09-13,152.49,"0,72%",1.1
475,HGLG11,2024-08-14,150.7,"0,73%",1.1
476,HGLG11,2024-07-12,151.31,"0,73%",1.1
477,HGLG11,2024-06-14,152.47,"0,72%",1.1
478,HGLG11,2024-05-15,155.48,"0,71%",1.1
479,HGLG11,2024-04-12,157.69,"0,70%",1.1
480,HGLG11,2024-03-14,158.62,"0,69%",1.1
481,HGLG11,2024-02-16,154.21,"0,71%",1.1
482,HGLG11,2024-01-15,151.16,"0,73%",1.1
483,HGLG11,2023-12-14,150.61,"0,73%",1.1
484,HGLG11,2023-11-16,147.43,"0,75%",1.1
485,HGLG11,2023-10-16,150.68,"0,73%",1.1
486,HGLG11,2023-09-15,151.38,"0,73%",1.1
487,HGLG11,2023-08-14,152.32,"0,72%",1.1
488,HGLG11,2023-07-14,156.05,"0,96%",1.5
489,HGLG11,2023-06-15,148.47,"0,74%",1.1
490,HGLG11,2023-05-15,151.63,"0,73%",1.1
491,HGLG11,2023-04-17,149.74,"0,73%",1.1
492,HGLG11,2023-03-14,150.83,"0,73%",1.1
493,HGLG11,2023-02-14,151.4,"0,73%",1.1
494,HGLG11,2023-01-13,153.49,"1,43%",2.2
495,HGLG11,2022-12-14,153.78,"0,72%",1.1
496,HGLG11,2022-11-16,154.32,"0,71%",1.1
497,HGLG11,2022-10-17,160.03,"0,69%",1.1
498,HGLG11,2022-09-15,160.95,"0,68%",1.1
499,HGLG11,2022-08-12,157.36,"0,70%",1.1
500,HGLG11,2022-07-14,153.42,"2,15%",3.3
501,HGLG11,2022-06-14,154.07,"0,71%",1.1
502,HGLG11,2022-05-13,153.05,"0,72%",1.1
503,HGLG11,2022-04-14,152.57,"0,72%",1.1
504,HGLG11,2022-03-15,155.83,"0,71%",1.1
505,HGLG11,2022-02-14,159.14,"0,69%",1.1
506,HGLG11,2022-01-14,159.14,"1,10%",1.75
507,HGLG11,2021-12-14,149.29,"0,74%",1.1
508,HGLG11,2021-11-16,155.83,"0,71%",1.1
509,HGLG11,2021-10-15,153.97,"0,71%",1.1
510,HGLG11,2021-09-15,151.92,"0,72%",1.1
511,HGLG11,2021-08-13,157.66,"0,70%",1.1
512,HGLG11,2021-07-15,157.33,"1,40%",2.2
513,HGLG11,2021-06-15,158.2,"0,63%",1.0
514,HGLG11,2021-05-14,162.36,"0,48%",0.78
515,HGLG11,2021-04-15,164.23,"0,47%",0.78
516,HGLG11,2021-03-12,167.04,"0,47%",0.78
517,HGLG11,2021-02-12,167.64,"0,47%",0.78
518,HGLG11,2021-01-15,168.89,"1,56%",2.63
519,HGLG11,2020-12-14,156.47,"0,50%",0.78
520,HGLG11,2020-11-16,153.03,"0,51%",0.78
521,HGLG11,2020-10-15,158.62,"0,38%",0.6
522,HGLG11,2020-09-15,169.82,"0,46%",0.78
523,HGLG11,2020-08-14,167.95,"0,46%",0.78
524,HGLG11,2020-07-14,177.23,"0,44%",0.78
525,HGLG11,2020-06-12,169.79,"0,46%",0.78
526,HGLG11,2020-05-15,161.44,"0,48%",0.78
527,HGLG11,2020-04-15,147.47,"0,53%",0.78
573,HGRE11,2025-03-18,100.16,"0,85%",0.85
574,HGRE11,2025-02-14,97.38,"0,87%",0.85
575,HGRE11,2025-01-15,101.09,"0,77%",0.78
576,HGRE11,2024-12-13,99.62,"0,78%",0.78
577,HGRE11,2024-11-14,102.76,"0,76%",0.78
578,HGRE11,2024-10-14,100.36,"0,78%",0.78
579,HGRE11,2024-09-13,108.64,"0,72%",0.78
580,HGRE11,2024-08-14,110.95,"0,70%",0.78
581,HGRE11,2024-07-12,111.74,"1,34%",1.5
582,HGRE11,2024-06-14,110.57,"0,71%",0.78
583,HGRE11,2024-05-15,116.28,"0,67%",0.78
584,HGRE11,2024-04-12,122.15,"0,64%",0.78
585,HGRE11,2024-03-14,122.1,"0,64%",0.78
586,HGRE11,2024-02-16,124.95,"0,62%",0.78
587,HGRE11,2024-01-15,124.64,"0,96%",1.2
588,HGRE11,2023-12-14,121.89,"0,64%",0.78
589,HGRE11,2023-11-16,114.93,"0,68%",0.78
590,HGRE11,2023-10-16,127.22,"0,61%",0.78
591,HGRE11,2023-09-15,128.18,"0,61%",0.78
592,HGRE11,2023-08-14,133.33,"0,59%",0.78
593,HGRE11,2023-07-14,132.57,"1,06%",1.4
594,HGRE11,2023-06-15,123.96,"0,63%",0.78
595,HGRE11,2023-05-15,118.46,"0,66%",0.78
596,HGRE11,2023-04-17,104.5,"0,75%",0.78
597,HGRE11,2023-03-14,106.54,"0,73%",0.78
598,HGRE11,2023-02-14,106.53,"0,73%",0.78
599,HGRE11,2023-01-13,115.16,"0,96%",1.1
600,HGRE11,2022-12-14,118.67,"0,66%",0.78
601,HGRE11,2022-11-16,130.55,"0,60%",0.78
602,HGRE11,2022-10-17,134.95,"0,58%",0.78
603,HGRE11,2022-09-15,133.86,"0,58%",0.78
604,HGRE11,2022-08-12,115.27,"0,68%",0.78
605,HGRE11,2022-07-14,121.43,"0,64%",0.78
606,HGRE11,2022-06-14,122.56,"0,64%",0.78
607,HGRE11,2022-05-13,119.85,"0,65%",0.78
608,HGRE11,2022-04-14,118.51,"0,58%",0.69
609,HGRE11,2022-03-15,121.97,"0,57%",0.69
610,HGRE11,2022-02-14,123.88,"0,56%",0.69
611,HGRE11,2022-01-14,127.42,"2,16%",2.75
612,HGRE11,2021-12-14,112.35,"0,61%",0.69
613,HGRE11,2021-11-16,118.45,"0,58%",0.69
614,HGRE11,2021-10-15,122.52,"0,56%",0.69
615,HGRE11,2021-09-15,124.59,"0,55%",0.69
616,HGRE11,2021-08-13,131.55,"0,52%",0.69
617,HGRE11,2021-07-15,124.39,"1,11%",1.38
618,HGRE11,2021-06-15,120.46,"0,57%",0.69
619,HGRE11,2021-05-14,128.99,"0,52%",0.67
620,HGRE11,2021-04-15,129.02,"0,52%",0.67
621,HGRE11,2021-03-12,138.57,"0,48%",0.67
622,HGRE11,2021-02-12,140.43,"0,48%",0.67
623,HGRE11,2021-01-15,146.99,"0,66%",0.97
624,HGRE11,2020-12-14,140.3,"0,46%",0.65
625,HGRE11,2020-11-16,141.6,"0,46%",0.65
626,HGRE11,2020-10-15,140.43,"0,46%",0.65
627,HGRE11,2020-09-15,137.49,"0,47%",0.65
628,HGRE11,2020-08-14,131.08,"0,50%",0.65
629,HGRE11,2020-07-14,140.83,"0,40%",0.57
630,HGRE11,2020-06-12,135.29,"0,42%",0.57
631,HGRE11,2020-05-15,136.8,"0,42%",0.57
632,HGRE11,2020-04-15,143.26,"0,45%",0.65
678,KNRI11,2025-03-18,132.07,"0,76%",1.0
679,KNRI11,2025-02-14,129.02,"0,78%",1.0
680,KNRI11,2025-01-15,133.85,"0,75%",1.0
681,KNRI11,2024-12-13,127.8,"0,78%",1.0
682,KNRI11,2024-11-14,132.95,"0,75%",1.0
683,KNRI11,2024-10-14,132.95,"0,75%",1.0
684,KNRI11,2024-09-13,146.03,"0,68%",1.0
685,KNRI11,2024-08-14,145.73,"0,69%",1.0
686,KNRI11,2024-07-12,149.47,"0,67%",1.0
687,KNRI11,2024-06-14,149.84,"0,67%",1.0
688,KNRI11,2024-05-15,153.53,"0,65%",1.0
689,KNRI11,2024-04-12,155.78,"0,64%",1.0
690,KNRI11,2024-03-14,155.91,"0,64%",1.0
691,KNRI11,2024-02-16,153.55,"0,65%",1.0
692,KNRI11,2024-01-15,154.94,"0,65%",1.0
693,KNRI11,2023-12-14,149.33,"0,67%",1.0
694,KNRI11,2023-11-16,149.5,"0,67%",1.0
695,KNRI11,2023-10-16,153.99,"0,65%",1.0
696,KNRI11,2023-09-15,149.94,"0,63%",0.95
697,KNRI11,2023-08-14,150.96,"0,63%",0.95
698,KNRI11,2023-07-14,149.57,"1,01%",1.51
699,KNRI11,2023-06-15,142.57,"0,67%",0.95
700,KNRI11,2023-05-15,136.69,"0,70%",0.95
701,KNRI11,2023-04-17,129.09,"0,74%",0.95
702,KNRI11,2023-03-14,128.49,"0,74%",0.95
703,KNRI11,2023-02-14,130.83,"0,70%",0.91
704,KNRI11,2023-01-13,131.25,"0,76%",1.0
705,KNRI11,2022-12-14,135.15,"0,67%",0.91
706,KNRI11,2022-11-16,138.36,"0,66%",0.91
707,KNRI11,2022-10-17,143.05,"0,64%",0.91
708,KNRI11,2022-09-15,144.11,"0,63%",0.91
709,KNRI11,2022-08-12,127.88,"0,71%",0.91
710,KNRI11,2022-07-14,123.1,"0,68%",0.84
711,KNRI11,2022-06-14,124.15,"0,68%",0.84
712,KNRI11,2022-05-13,128.18,"0,66%",0.84
713,KNRI11,2022-04-14,128.43,"0,63%",0.81
714,KNRI11,2022-03-15,124.38,"0,65%",0.81
715,KNRI11,2022-02-14,124.97,"0,65%",0.81
716,KNRI11,2022-01-14,132.83,"0,66%",0.88
717,KNRI11,2021-12-14,119.48,"0,64%",0.77
718,KNRI11,2021-11-16,127.04,"0,61%",0.77
719,KNRI11,2021-10-15,137.62,"0,56%",0.77
720,KNRI11,2021-09-15,133.11,"0,55%",0.73
721,KNRI11,2021-08-13,131.42,"0,53%",0.69
722,KNRI11,2021-07-14,129.75,"0,53%",0.69
723,KNRI11,2021-06-15,134.56,"0,51%",0.69
724,KNRI11,2021-05-14,139.63,"0,49%",0.69
725,KNRI11,2021-04-15,142.98,"0,48%",0.69
726,KNRI11,2021-03-12,148.2,"0,47%",0.69
727,KNRI11,2021-02-12,149.6,"0,46%",0.69
728,KNRI11,2021-01-15,151.97,"0,43%",0.65
729,KNRI11,2020-12-14,149.09,"0,44%",0.65
730,KNRI11,2020-11-16,148.61,"0,44%",0.65
731,KNRI11,2020-10-15,154.5,"0,42%",0.65
732,KNRI11,2020-09-15,153.91,"0,42%",0.65
733,KNRI11,2020-08-14,146.81,"0,44%",0.65
734,KNRI11,2020-07-14,158.15,"0,41%",0.65
735,KNRI11,2020-06-15,161.4,"0,40%",0.65
736,KNRI11,2020-05-15,148.85,"0,44%",0.65
737,KNRI11,2020-04-15,144.21,"0,45%",0.65
785,HGCR11,2025-03-18,95.7,"1,10%",1.05
786,HGCR11,2025-02-14,88.55,"1,19%",1.05
787,HGCR11,2025-01-15,93.89,"1,01%",0.95
788,HGCR11,2024-12-13,93.07,"1,02%",0.95
789,HGCR11,2024-11-14,93.87,"1,01%",0.95
790,HGCR11,2024-10-14,96.35,"0,99%",0.95
791,HGCR11,2024-09-13,97.01,"0,98%",0.95
792,HGCR11,2024-08-14,96.94,"0,98%",0.95
793,HGCR11,2024-07-12,96.55,"0,98%",0.95
794,HGCR11,2024-06-14,96.96,"0,98%",0.95
795,HGCR11,2024-05-15,96.31,"0,99%",0.95
796,HGCR11,2024-04-12,97.64,"0,97%",0.95
797,HGCR11,2024-03-14,97.81,"0,97%",0.95
798,HGCR11,2024-02-16,97.47,"0,97%",0.95
799,HGCR11,2024-01-15,96.85,"1,03%",1.0
800,HGCR11,2023-12-14,95.7,"1,04%",1.0
801,HGCR11,2023-11-16,97.75,"1,02%",1.0
802,HGCR11,2023-10-16,99.82,"1,10%",1.1
803,HGCR11,2023-09-15,99.4,"1,11%",1.1
804,HGCR11,2023-08-14,97.2,"1,13%",1.1
805,HGCR11,2023-07-14,95.82,"1,25%",1.2
806,HGCR11,2023-06-15,95.53,"1,26%",1.2
807,HGCR11,2023-05-15,95.07,"1,26%",1.2
808,HGCR11,2023-04-17,94.88,"1,26%",1.2
809,HGCR11,2023-03-14,93.71,"1,28%",1.2
810,HGCR11,2023-02-14,94.35,"1,27%",1.2
811,HGCR11,2023-01-13,94.12,"1,27%",1.2
812,HGCR11,2022-12-14,94.36,"1,27%",1.2
813,HGCR11,2022-11-16,95.35,"1,26%",1.2
814,HGCR11,2022-10-17,96.47,"1,24%",1.2
815,HGCR11,2022-09-15,95.86,"1,25%",1.2
816,HGCR11,2022-08-12,95.28,"1,26%",1.2
817,HGCR11,2022-07-07,97.17,"1,23%",1.2
818,HGCR11,2022-06-14,97.68,"1,18%",1.15
819,HGCR11,2022-05-13,97.47,"1,13%",1.1
820,HGCR11,2022-04-14,98.58,"1,07%",1.05
821,HGCR11,2022-03-15,96.38,"1,09%",1.05
822,HGCR11,2022-02-14,99.38,"1,04%",1.03
823,HGCR11,2022-01-14,97.48,"1,28%",1.25
824,HGCR11,2021-12-14,94.45,"1,01%",0.95
825,HGCR11,2021-11-16,97.79,"0,92%",0.9
826,HGCR11,2021-10-15,98.67,"0,86%",0.85
827,HGCR11,2021-09-15,95.66,"0,84%",0.8
828,HGCR11,2021-08-13,98.11,"0,82%",0.8
829,HGCR11,2021-07-15,95.8,"1,51%",1.45
830,HGCR11,2021-06-15,99.18,"0,76%",0.75
831,HGCR11,2021-05-14,100.98,"0,71%",0.72
832,HGCR11,2021-04-15,100.02,"0,68%",0.68
833,HGCR11,2021-03-12,95.86,"0,65%",0.62
834,HGCR11,2021-02-12,95.68,"0,65%",0.62
835,HGCR11,2021-01-15,93.79,"0,78%",0.73
836,HGCR11,2020-12-14,92.22,"0,56%",0.52
837,HGCR11,2020-11-16,92.86,"0,56%",0.52
838,HGCR11,2020-10-15,95.07,"0,50%",0.48
839,HGCR11,2020-09-15,95.82,"0,50%",0.48
840,HGCR11,2020-08-14,92.3,"0,52%",0.48
841,HGCR11,2020-07-14,100.23,"0,48%",0.48
842,HGCR11,2020-06-12,95.44,"0,59%",0.56
843,HGCR11,2020-05-15,90.3,"0,66%",0.6
844,HGCR11,2020-04-15,89.36,"0,67%",0.6
890,BTCI11,2025-03-18,8.65,"1,08%",0.09
891,BTCI11,2025-02-14,8.26,"1,11%",0.09
892,BTCI11,2025-01-15,8.81,"1,04%",0.09
893,BTCI11,2024-12-13,7.9,"1,15%",0.09
894,BTCI11,2024-11-14,8.68,"1,05%",0.09
895,BTCI11,2024-10-14,8.98,"1,00%",0.09
896,BTCI11,2024-09-13,9.29,"0,99%",0.09
897,BTCI11,2024-08-14,9.1,"1,03%",0.09
898,BTCI11,2024-07-12,9.03,"1,04%",0.09
899,BTCI11,2024-06-14,9.16,"1,02%",0.09
900,BTCI11,2024-05-15,9.25,"0,99%",0.09
901,BTCI11,2024-04-12,9.36,"0,98%",0.09
902,BTCI11,2024-03-14,9.23,"1,00%",0.09
903,BTCI11,2024-02-16,9.28,"0,99%",0.09
904,BTCI11,2024-01-15,8.99,"1,05%",0.09
905,BTCI11,2023-12-14,8.67,"1,12%",0.1
906,BTCI11,2023-11-16,8.9,"1,09%",0.1
907,BTCI11,2023-10-16,8.9,"1,13%",0.1
908,BTCI11,2023-09-15,8.74,"1,16%",0.1
909,BTCI11,2023-08-14,8.54,"1,18%",0.1
910,BTCI11,2023-07-14,8.65,"1,17%",0.1
911,BTCI11,2023-06-15,8.44,"1,26%",0.11
912,BTCI11,2023-05-15,8.32,"1,27%",0.11
913,BTCI11,2023-04-17,8.19,"1,29%",0.11
914,BTCI11,2023-03-14,7.99,"1,33%",0.11
915,BTCI11,2023-02-14,7.86,"1,35%",0.11
916,BTCI11,2023-01-13,8.07,"1,31%",0.11
917,BTCI11,2022-12-14,8.39,"1,19%",0.1
918,BTCI11,2022-11-16,8.85,"1,13%",0.1
919,BTCI11,2022-10-17,8.92,"1,12%",0.1
920,BTCI11,2022-09-15,8.93,"1,12%",0.1
921,BTCI11,2022-08-12,8.72,"1,34%",0.12
922,BTCI11,2022-07-14,8.83,"1,51%",0.13
